COD_SIM,ID_EST,NTS_LEC_10,NTS_MAT_10,RAN_NOT_10,NTS_LEC_11,NTS_MAT_11,RAN_NOT_11,TEXTO 1,TEXTO 2,TEXTO 3,TEXTO 4,NTS_LEC_10,NTS_MAT_10,RAN_NOT_10,NTS_LEC_11,NTS_MAT_11,RAN_NOT_11,NTS_LEC_10,NTS_MAT_10,NTS_LEC_11,NTS_MAT_11,Constante 0-5 para 0-10,Comparador 0-10,NTS_LEC_10,NTS_MAT_10,NTS_LEC_11,NTS_MAT_11,,,NTS_LEC_10,CUAL_NTS_LEC_10,CUAN_CON_PROM_NTS_LEC_10,NTS_MAT_10,CUAL_NTS_MAT_10,CUAN_CON_PROM_NTS_MAT_10,RAN_NOT_10,NTS_LEC_11,CUAL_NTS_LEC_10,CUAN_CON_PROM_NTS_LEC_10,NTS_MAT_11,CUAL_NTS_MAT_11,CUAN_CON_PROM_NTS_MAT_11,RAN_NOT_11,SUPERIOR,ALTO,BASICO,BAJO
9203023,1144057273,ACEPTABLE,EXCELENTE,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",ACEPTABLE,EXCELENTE,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",ACEPTABLE,EXCELENTE,ACEPTABLE,EXCELENTE,,,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",,,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",0,0,0,0,,,ACEPTABLE,EXCELENTE,ACEPTABLE,EXCELENTE,,,BASICO,BASICO,3.5,SUPERIOR,SUPERIOR,4.75,"BAJO, BASICO, ALTO, SUPERIOR",BASICO,BASICO,3.5,SUPERIOR,SUPERIOR,4.75,"BAJO, BASICO, ALTO, SUPERIOR",,,,
10107005,93062209478,EXCELENTE,EXCELENTE,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",EXCELENTE,EXCELENTE,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",EXCELENTE,EXCELENTE,EXCELENTE,EXCELENTE,,,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",,,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",0,0,0,0,,,EXCELENTE,EXCELENTE,EXCELENTE,EXCELENTE,,,SUPERIOR,SUPERIOR,4.75,SUPERIOR,SUPERIOR,4.75,"BAJO, BASICO, ALTO, SUPERIOR",SUPERIOR,SUPERIOR,4.75,SUPERIOR,SUPERIOR,4.75,"BAJO, BASICO, ALTO, SUPERIOR",,,,
9207006,1144055716,EXCELENTE,EXCELENTE,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",NO TIENE,NO TIENE,,EXCELENTE,EXCELENTE,NO TIENE,NO TIENE,,,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",,,,0,0,0,0,,,EXCELENTE,EXCELENTE,NO TIENE,NO TIENE,,,SUPERIOR,SUPERIOR,4.75,SUPERIOR,SUPERIOR,4.75,"BAJO, BASICO, ALTO, SUPERIOR",,,,,,,,,,,
10107008,1107071190,SOBRESALIENTE,SOBRESALIENTE,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",ACEPTABLE,ACEPTABLE,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",SOBRESALIENTE,SOBRESALIENTE,ACEPTABLE,ACEPTABLE,,,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",,,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",0,0,0,0,,,SOBRESALIENTE,SOBRESALIENTE,ACEPTABLE,ACEPTABLE,,,ALTO,ALTO,4.25,ALTO,ALTO,4.25,"BAJO, BASICO, ALTO, SUPERIOR",BASICO,BASICO,3.5,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",,,,
9203005,1144166371,SOBRESALIENTE,ACEPTABLE,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",EXCELENTE,EXCELENTE,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",SOBRESALIENTE,ACEPTABLE,EXCELENTE,EXCELENTE,,,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",,,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",0,0,0,0,,,SOBRESALIENTE,ACEPTABLE,EXCELENTE,EXCELENTE,,,ALTO,ALTO,4.25,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",SUPERIOR,SUPERIOR,4.75,SUPERIOR,SUPERIOR,4.75,"BAJO, BASICO, ALTO, SUPERIOR",,,,
10103006,1151943558,ACEPTABLE,ACEPTABLE,"DEFICIENTE, INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",ACEPTABLE,ACEPTABLE,"DEFICIENTE, INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",ACEPTABLE,ACEPTABLE,ACEPTABLE,ACEPTABLE,,,"DEFICIENTE, INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",,,"DEFICIENTE, INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",0,0,0,0,,,ACEPTABLE,ACEPTABLE,ACEPTABLE,ACEPTABLE,,,BASICO,BASICO,3.5,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",BASICO,BASICO,3.5,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",,,,
10103004,1144155869,SOBRESALIENTE,SOBRESALIENTE,"DEFICIENTE, INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",SOBRESALIENTE,ACEPTABLE,"DEFICIENTE, INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",SOBRESALIENTE,SOBRESALIENTE,SOBRESALIENTE,ACEPTABLE,,,"DEFICIENTE, INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",,,"DEFICIENTE, INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",0,0,0,0,,,SOBRESALIENTE,SOBRESALIENTE,SOBRESALIENTE,ACEPTABLE,,,ALTO,ALTO,4.25,ALTO,ALTO,4.25,"BAJO, BASICO, ALTO, SUPERIOR",ALTO,ALTO,4.25,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",,,,
10107002,1144043428,SOBRESALIENTE,ACEPTABLE,"DEFICIENTE, INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",NO TIENE,NO TIENE,,SOBRESALIENTE,ACEPTABLE,NO TIENE,NO TIENE,,,"DEFICIENTE, INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",,,,0,0,0,0,,,SOBRESALIENTE,ACEPTABLE,NO TIENE,NO TIENE,,,ALTO,ALTO,4.25,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",,,,,,,,,,,
9207014,1143845952,ACEPTABLE,ACEPTABLE,"DEFICIENTE, INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",NO TIENE,NO TIENE,,ACEPTABLE,ACEPTABLE,NO TIENE,NO TIENE,,,"DEFICIENTE, INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",,,,0,0,0,0,,,ACEPTABLE,ACEPTABLE,NO TIENE,NO TIENE,,,BASICO,BASICO,3.5,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",,,,,,,,,,,
9207010,1144054976,ACEPTABLE,ACEPTABLE,"DEFICIENTE, INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",NO TIENE,NO TIENE,,ACEPTABLE,ACEPTABLE,NO TIENE,NO TIENE,,,"DEFICIENTE, INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",,,,0,0,0,0,,,ACEPTABLE,ACEPTABLE,NO TIENE,NO TIENE,,,BASICO,BASICO,3.5,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",,,,,,,,,,,
10103015,1107071065,ACEPTABLE,SOBRESALIENTE,"DEFICIENTE, INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",NO TIENE,NO TIENE,,ACEPTABLE,SOBRESALIENTE,NO TIENE,NO TIENE,,,"DEFICIENTE, INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",,,,0,0,0,0,,,ACEPTABLE,SOBRESALIENTE,NO TIENE,NO TIENE,,,BASICO,BASICO,3.5,ALTO,ALTO,4.25,"BAJO, BASICO, ALTO, SUPERIOR",,,,,,,,,,,
10207001,1144054080,ACEPTABLE,ACEPTABLE,"DEFICIENTE, INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",ACEPTABLE,ACEPTABLE,"DEFICIENTE, INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",ACEPTABLE,ACEPTABLE,ACEPTABLE,ACEPTABLE,,,"DEFICIENTE, INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",,,"DEFICIENTE, INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",0,0,0,0,,,ACEPTABLE,ACEPTABLE,ACEPTABLE,ACEPTABLE,,,BASICO,BASICO,3.5,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",BASICO,BASICO,3.5,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",,,,
9207013,1143844763,ACEPTABLE,SOBRESALIENTE,"DEFICIENTE, INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",ACEPTABLE,SOBRESALIENTE,"DEFICIENTE, INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",ACEPTABLE,SOBRESALIENTE,ACEPTABLE,SOBRESALIENTE,,,"DEFICIENTE, INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",,,"DEFICIENTE, INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",0,0,0,0,,,ACEPTABLE,SOBRESALIENTE,ACEPTABLE,SOBRESALIENTE,,,BASICO,BASICO,3.5,ALTO,ALTO,4.25,"BAJO, BASICO, ALTO, SUPERIOR",BASICO,BASICO,3.5,ALTO,ALTO,4.25,"BAJO, BASICO, ALTO, SUPERIOR",,,,
9203032,1143839271,ACEPTABLE,SOBRESALIENTE,"DEFICIENTE, INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",ACEPTABLE,ACEPTABLE,"DEFICIENTE, INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",ACEPTABLE,SOBRESALIENTE,ACEPTABLE,ACEPTABLE,,,"DEFICIENTE, INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",,,"DEFICIENTE, INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",0,0,0,0,,,ACEPTABLE,SOBRESALIENTE,ACEPTABLE,ACEPTABLE,,,BASICO,BASICO,3.5,ALTO,ALTO,4.25,"BAJO, BASICO, ALTO, SUPERIOR",BASICO,BASICO,3.5,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",,,,
9203031,1144050649,EXCELENTE,ACEPTABLE,"DEFICIENTE, INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",ACEPTABLE,ACEPTABLE,"DEFICIENTE, INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",EXCELENTE,ACEPTABLE,ACEPTABLE,ACEPTABLE,,,"DEFICIENTE, INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",,,"DEFICIENTE, INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",0,0,0,0,,,EXCELENTE,ACEPTABLE,ACEPTABLE,ACEPTABLE,,,SUPERIOR,SUPERIOR,4.75,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",BASICO,BASICO,3.5,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",,,,
10103018,1151940001,SOBRESALIENTE,SOBRESALIENTE,"DEFICIENTE, INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",SOBRESALIENTE,ACEPTABLE,"DEFICIENTE, INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",SOBRESALIENTE,SOBRESALIENTE,SOBRESALIENTE,ACEPTABLE,,,"DEFICIENTE, INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",,,"DEFICIENTE, INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",0,0,0,0,,,SOBRESALIENTE,SOBRESALIENTE,SOBRESALIENTE,ACEPTABLE,,,ALTO,ALTO,4.25,ALTO,ALTO,4.25,"BAJO, BASICO, ALTO, SUPERIOR",ALTO,ALTO,4.25,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",,,,
10103018,1151940001,SOBRESALIENTE,ACEPTABLE,"ACEPTABLE, EXCELENTE, SOBRESALIENTE",SOBRESALIENTE,SOBRESALIENTE,"ACEPTABLE, EXCELENTE, SOBRESALIENTE",SOBRESALIENTE,ACEPTABLE,SOBRESALIENTE,SOBRESALIENTE,,,"ACEPTABLE, EXCELENTE, SOBRESALIENTE",,,"ACEPTABLE, EXCELENTE, SOBRESALIENTE",0,0,0,0,,,SOBRESALIENTE,ACEPTABLE,SOBRESALIENTE,SOBRESALIENTE,,,ALTO,ALTO,4.25,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",ALTO,ALTO,4.25,ALTO,ALTO,4.25,"BAJO, BASICO, ALTO, SUPERIOR",,,,
9207008,92110103532,SOBRESALIENTE,ACEPTABLE,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",SOBRESALIENTE,ACEPTABLE,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",SOBRESALIENTE,ACEPTABLE,SOBRESALIENTE,ACEPTABLE,,,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",,,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",0,0,0,0,,,SOBRESALIENTE,ACEPTABLE,SOBRESALIENTE,ACEPTABLE,,,ALTO,ALTO,4.25,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",ALTO,ALTO,4.25,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",,,,
9207015,92012261243,SOBRESALIENTE,ACEPTABLE,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",ACEPTABLE,ACEPTABLE,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",SOBRESALIENTE,ACEPTABLE,ACEPTABLE,ACEPTABLE,,,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",,,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",0,0,0,0,,,SOBRESALIENTE,ACEPTABLE,ACEPTABLE,ACEPTABLE,,,ALTO,ALTO,4.25,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",BASICO,BASICO,3.5,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",,,,
10103002,92060252043,ACEPTABLE,ACEPTABLE,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",ACEPTABLE,ACEPTABLE,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",ACEPTABLE,ACEPTABLE,ACEPTABLE,ACEPTABLE,,,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",,,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",0,0,0,0,,,ACEPTABLE,ACEPTABLE,ACEPTABLE,ACEPTABLE,,,BASICO,BASICO,3.5,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",BASICO,BASICO,3.5,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",,,,
10107007,92010252085,ACEPTABLE,ACEPTABLE,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",ACEPTABLE,ACEPTABLE,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",ACEPTABLE,ACEPTABLE,ACEPTABLE,ACEPTABLE,,,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",,,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",0,0,0,0,,,ACEPTABLE,ACEPTABLE,ACEPTABLE,ACEPTABLE,,,BASICO,BASICO,3.5,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",BASICO,BASICO,3.5,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",,,,
9203034,1026565002,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,,,NO TIENE,,,NO TIENE,0,0,0,0,,,NO TIENE,NO TIENE,NO TIENE,NO TIENE,,,,,,,,,,,,,,,,,,,,
9203030,93111313065,EXCELENTE,SOBRESALIENTE,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",NO TIENE,NO TIENE,NO TIENE,EXCELENTE,SOBRESALIENTE,NO TIENE,NO TIENE,,,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",,,NO TIENE,0,0,0,0,,,EXCELENTE,SOBRESALIENTE,NO TIENE,NO TIENE,,,SUPERIOR,SUPERIOR,4.75,ALTO,ALTO,4.25,"BAJO, BASICO, ALTO, SUPERIOR",,,,,,,,,,,
9203025,1144142530,ACEPTABLE,ACEPTABLE,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",EXCELENTE,SOBRESALIENTE,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",ACEPTABLE,ACEPTABLE,EXCELENTE,SOBRESALIENTE,,,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",,,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",0,0,0,0,,,ACEPTABLE,ACEPTABLE,EXCELENTE,SOBRESALIENTE,,,BASICO,BASICO,3.5,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",SUPERIOR,SUPERIOR,4.75,ALTO,ALTO,4.25,"BAJO, BASICO, ALTO, SUPERIOR",,,,
9203011,92040620028,ACEPTABLE,ACEPTABLE,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",NO TIENE,NO TIENE,NO TIENE,ACEPTABLE,ACEPTABLE,NO TIENE,NO TIENE,,,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",,,NO TIENE,0,0,0,0,,,ACEPTABLE,ACEPTABLE,NO TIENE,NO TIENE,,,BASICO,BASICO,3.5,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",,,,,,,,,,,
10103003,92050752749,SOBRESALIENTE,EXCELENTE,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",SOBRESALIENTE,ACEPTABLE,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",SOBRESALIENTE,EXCELENTE,SOBRESALIENTE,ACEPTABLE,,,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",,,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",0,0,0,0,,,SOBRESALIENTE,EXCELENTE,SOBRESALIENTE,ACEPTABLE,,,ALTO,ALTO,4.25,SUPERIOR,SUPERIOR,4.75,"BAJO, BASICO, ALTO, SUPERIOR",ALTO,ALTO,4.25,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",,,,
9203028,93110619284,ACEPTABLE,ACEPTABLE,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",ACEPTABLE,ACEPTABLE,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",ACEPTABLE,ACEPTABLE,ACEPTABLE,ACEPTABLE,,,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",,,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",0,0,0,0,,,ACEPTABLE,ACEPTABLE,ACEPTABLE,ACEPTABLE,,,BASICO,BASICO,3.5,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",BASICO,BASICO,3.5,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",,,,
101017000,92020152062,ACEPTABLE,EXCELENTE,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",ACEPTABLE,SOBRESALIENTE,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",ACEPTABLE,EXCELENTE,ACEPTABLE,SOBRESALIENTE,,,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",,,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",0,0,0,0,,,ACEPTABLE,EXCELENTE,ACEPTABLE,SOBRESALIENTE,,,BASICO,BASICO,3.5,SUPERIOR,SUPERIOR,4.75,"BAJO, BASICO, ALTO, SUPERIOR",BASICO,BASICO,3.5,ALTO,ALTO,4.25,"BAJO, BASICO, ALTO, SUPERIOR",,,,
9203010,91061262127,SOBRESALIENTE,SOBRESALIENTE,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",ACEPTABLE,EXCELENTE,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",SOBRESALIENTE,SOBRESALIENTE,ACEPTABLE,EXCELENTE,,,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",,,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",0,0,0,0,,,SOBRESALIENTE,SOBRESALIENTE,ACEPTABLE,EXCELENTE,,,ALTO,ALTO,4.25,ALTO,ALTO,4.25,"BAJO, BASICO, ALTO, SUPERIOR",BASICO,BASICO,3.5,SUPERIOR,SUPERIOR,4.75,"BAJO, BASICO, ALTO, SUPERIOR",,,,
9203021,92032401165,ACEPTABLE,ACEPTABLE,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",NO TIENE,NO TIENE,NO TIENE,ACEPTABLE,ACEPTABLE,NO TIENE,NO TIENE,,,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",,,NO TIENE,0,0,0,0,,,ACEPTABLE,ACEPTABLE,NO TIENE,NO TIENE,,,BASICO,BASICO,3.5,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",,,,,,,,,,,
10103011,92101453709,EXCELENTE,EXCELENTE,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",SOBRESALIENTE,SOBRESALIENTE,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",EXCELENTE,EXCELENTE,SOBRESALIENTE,SOBRESALIENTE,,,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",,,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",0,0,0,0,,,EXCELENTE,EXCELENTE,SOBRESALIENTE,SOBRESALIENTE,,,SUPERIOR,SUPERIOR,4.75,SUPERIOR,SUPERIOR,4.75,"BAJO, BASICO, ALTO, SUPERIOR",ALTO,ALTO,4.25,ALTO,ALTO,4.25,"BAJO, BASICO, ALTO, SUPERIOR",,,,
9203038,93020713109,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,,,NO TIENE,,,NO TIENE,0,0,0,0,,,NO TIENE,NO TIENE,NO TIENE,NO TIENE,,,,,,,,,,,,,,,,,,,,
92070011,92082357990,SOBRESALIENTE,SOBRESALIENTE,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",SOBRESALIENTE,SOBRESALIENTE,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",SOBRESALIENTE,SOBRESALIENTE,SOBRESALIENTE,SOBRESALIENTE,,,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",,,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",0,0,0,0,,,SOBRESALIENTE,SOBRESALIENTE,SOBRESALIENTE,SOBRESALIENTE,,,ALTO,ALTO,4.25,ALTO,ALTO,4.25,"BAJO, BASICO, ALTO, SUPERIOR",ALTO,ALTO,4.25,ALTO,ALTO,4.25,"BAJO, BASICO, ALTO, SUPERIOR",,,,
9203018,1151937452,EXCELENTE,SOBRESALIENTE,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",EXCELENTE,EXCELENTE,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",EXCELENTE,SOBRESALIENTE,EXCELENTE,EXCELENTE,,,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",,,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",0,0,0,0,,,EXCELENTE,SOBRESALIENTE,EXCELENTE,EXCELENTE,,,SUPERIOR,SUPERIOR,4.75,ALTO,ALTO,4.25,"BAJO, BASICO, ALTO, SUPERIOR",SUPERIOR,SUPERIOR,4.75,SUPERIOR,SUPERIOR,4.75,"BAJO, BASICO, ALTO, SUPERIOR",,,,
9203035,93030428461,SOBRESALIENTE,SOBRESALIENTE,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",NO TIENE ,NO TIENE,NO TIENE,SOBRESALIENTE,SOBRESALIENTE,NO TIENE ,NO TIENE,,,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",,,NO TIENE,0,0,0,0,,,SOBRESALIENTE,SOBRESALIENTE,NO TIENE ,NO TIENE,,,ALTO,ALTO,4.25,ALTO,ALTO,4.25,"BAJO, BASICO, ALTO, SUPERIOR",,,,,,,,,,,
9203017,92080357747,ACEPTABLE,ACEPTABLE,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",SOBRESALIENTE,ACEPTABLE,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",ACEPTABLE,ACEPTABLE,SOBRESALIENTE,ACEPTABLE,,,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",,,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",0,0,0,0,,,ACEPTABLE,ACEPTABLE,SOBRESALIENTE,ACEPTABLE,,,BASICO,BASICO,3.5,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",ALTO,ALTO,4.25,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",,,,
